CENTER_ID,CENTER_FR,CENTER_AR,CIRCONSCRIPTION_ID,CIRCONSCRIPTION_FR,CIRCONSCRIPTION_AR,DELEGATION_ID,DELEGATION_FR,DELEGATION_AR,SOUS_DELEGATION_AR,LATITUDE,LONGITUDE
1001,E.P.ZOUHOUR 4 PROLONGEE HRAIRIA,م إبتدائية حي الزهور 4 الممتدّ - الحرائرية,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الحرائرية,36.793974,10.121875
1002,E.P.2 MARS 34 HRAIRIA 4 -HRAIRIA,م إبتدائية 2مارس 34 الحرايرية 4 - الحرائرية,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الحرائرية,36.787866,10.123078
1003,E.P.HRAIRIA 3 -HRAIRIA,م إبتدائية الحرايرية 3 - الحرائرية,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الحرائرية,36.790492,10.121185
1004,E.P.ZOUHOUR 5 PROLONGEE 1,م إبتدائية حي الزهور 5 الممتدّ 1 - الزهور الخامس,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الزهور الخامس,36.789193,10.109886
1005,E.P. ALMOUMTAD2 EZZOUHOUR 5,م إبتدائية حي الزهور 5 الممتدّ 2 - الزهور الخامس,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الزهور الخامس,36.788784,10.109431
1006,E.P.ZOUHOUR 5-1 -ZOUHOUR 5,م إبتدائية حي الزهور 1/5 - الزهور الخامس,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الزهور الخامس,36.792787,10.117346
1007,E.P.OKBA IBN NAFAA 2 -ZHOUR 5,م إبتدائية عقبة ابن نافع 2 الزهور - الزهور الخامس,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الزهور الخامس,36.788152,10.10206
1008,E.P.CITE ZOUHOUR 5-2,م إبتدائية حي الزهور 5 / 2 - الزهور الخامس,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الزهور الخامس,36.789508,10.106536
1009,E.P.OKBA IBN NAFAA 1,م إبتدائية عقبة ابن نافع 1 - الزهور الخامس,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الزهور الخامس,36.787875,10.101569
1010,E.P.MECHTEL 1 -AGBA,م إبتدائية المشتل 1 - العقبة,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,العقبة,36.793735,10.096394
1011,E.P.MECHTEL 2 AGBA,م إبتدائية المشتل 2 - العقبة,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,العقبة,36.788089,10.100729
1012,E.P.CITE ESSAHA HRAIRIA AGBA SUP,م إبتدائية حي الصحة الحرايرية - العقبة العليا,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,العقبة العليا,36.792602,10.087417
1013,E.P.GHEDIR EL GOULLA,م إبتدائية غدير القلة,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,غدير القلة,36.779258,10.053083
1014,E.P.CITE EL ANTIT,م إبتدائية حي العنتيت,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,العنتيت,36.792787,10.117346
1015,E.P.CITE FOLLA,م إبتدائية حي الفلة,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الفلة,36.7971584,10.1053562
1016,E.P.C. BOUZAIEN EZOUHOUR -TAREK IBN ZIED,م إبتدائية حي بوزيان الزهور - طارق بن زياد,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,طارق بن زياد,36.795704,10.117796
1017,E.P.18 JANVIER HRAIRIA EZZAHROUNI,م إبتدائية 18جانفي الحرايرية - الزهروني,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الزهروني,36.79031,10.118644
1018,E.P.EZZAHROUNI,م إبتدائية الزهروني,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الزهروني,36.7930266,10.1163764
1019,E.P.CITE ESSALAMA EZZAHROUNI,م إبتدائية حي السلامة - الزهروني,1,Tunis 1,تونس 1,1000,Hraïria,الحرائرية,الزهروني,36.784719,10.115613
1029,E.P.2 MARS 34 MALLASSINE -ALI BELHOUANE,م إبتدائية 2مارس 34 الملاسين - علي البلهوان,1,Tunis 1,تونس 1,1002,Séjoumi,السيجومي,علي البلهوان,36.798096,10.158533
1030,E.P.EN'NAJEH MALLASSINE,م إبتدائية النجاح الملاسين,1,Tunis 1,تونس 1,1002,Séjoumi,السيجومي,النجاح,36.790653,10.1619
1031,E.P.BAB KHALED MALLASSINE -ENNAJEH,م إبتدائية باب خالد الملاسين - النجاح,1,Tunis 1,تونس 1,1002,Séjoumi,السيجومي,النجاح,36.792488,10.158698
1050,E.P.7 RUE DOCTEUR CASSAR,م إبتدائية نهج الحكيم كسار - الحفصية,1,Tunis 1,تونس 1,1004,Médina,المدينة,الحفصية,36.80274,10.1699
1052,E.P.PLACE LEADER -BAB MNARA,م إبتدائية ساحة معقل الزعيم - باب منارة,1,Tunis 1,تونس 1,1004,Médina,المدينة,باب المنارة,36.79269,10.164906
1053,E.P.BAB JEDID -TOURBIT ELBEY,م إبتدائية باب الجديد - تربة الباي,1,Tunis 1,تونس 1,1004,Médina,المدينة,تربة الباي,36.79216,10.173194
1054,E.P.RUE KOTTAB LOUZIR -SIDI ALI AZOUZ,م إبتدائية نهج كتاب الوزير - سيدي علي عزوز,1,Tunis 1,تونس 1,1004,Médina,المدينة,سيدي علي عزوز,36.796852,10.174021
1055,E.P.SADIKI RUE SINAN PACHA TAOUFIK,م إبتدائية الصادقية نهج سنان باشا - التوفيق,1,Tunis 1,تونس 1,1004,Médina,المدينة,التوفيق,36.798828,10.166001
1056,E.P.EL WAFA RUE SALAH MALKI -OUARDIA,م إبتدائية الوفاء نهج صالح المالقي - الوردية,1,Tunis 1,تونس 1,1005,El Ouardia,الوردية,الوردية,36.769611,10.179261
1057,E.P.RUE KHARROUBA -HABIB BOUGATFA,م إبتدائية بالفي نهج الخروبة - الحبيب بو قطفة,1,Tunis 1,تونس 1,1005,El Ouardia,الوردية,بوقطفة,36.776845,10.1915
1058,E.P.CITE IZDIHAR -OURDIA,م إبتدائية حي الازدهار الوردية,1,Tunis 1,تونس 1,1005,El Ouardia,الوردية,حي الإزدهار,36.770372,10.182757
1059,E.P.2 MARS MONFOCON LA CANIA -IZDIHAR,م إبتدائية 2مارس لاكانيا - الازدهار,1,Tunis 1,تونس 1,1005,El Ouardia,الوردية,حي الإزدهار,36.772516,10.181368
1060,E.P.EL OUARDIA 1 -CITE MOHAMED ALI,م إبتدائية الوردية 1 - حي محمّد علي,1,Tunis 1,تونس 1,1005,El Ouardia,الوردية,حي محمد علي,36.767717,10.185852
1061,E.P.CITE MED ALI,م إبتدائية حي محمد علي الوردية,1,Tunis 1,تونس 1,1005,El Ouardia,الوردية,حي محمد علي,36.767169,10.189645
1062,E.P.RUE DE LA SOMME -SIDIBELHASSEN,م إبتدائية نهج لاصوم - سيدي بالحسن,1,Tunis 1,تونس 1,1005,El Ouardia,الوردية,سيدي بلحسن,36.778803,10.188725
1063,E.P.RUE CHARLES DE GAULLE Bab Bhar,م إبتدائية نهج شارل ديقول - باب بحر,1,Tunis 1,تونس 1,1006,Bab El Bhar,باب البحر,باب البحر,36.794697,10.178131
1064,E.P.17 RUE DE RUSSIE,م إبتدائية نهج روسيا عدد17 - باب بحر,1,Tunis 1,تونس 1,1006,Bab El Bhar,باب البحر,باب البحر,36.794551,10.1773396
1065,E.P.16 RUE DE RUSSIE -BAB BHAR,م إبتدائية 16نهج روسيا - باب بحر,1,Tunis 1,تونس 1,1006,Bab El Bhar,باب البحر,باب البحر,36.7952488,10.1772916
1066,E.P.18 RUE DE L'INDE -LES JARDINS,م إبتدائية 18نهج الهند - الحدائق,1,Tunis 1,تونس 1,1006,Bab El Bhar,باب البحر,الحدائق,36.811464,10.18236
1067,E.P.80 RUE ABED RAZEK CHRAIBI LAC TUNIS,م إبتدائية 80نهج عبد الرزاق الشرايبي - بحيرة تونس,1,Tunis 1,تونس 1,1006,Bab El Bhar,باب البحر,بحيرة تونس,36.7953357,10.1862708
1068,E.P.29 RUE DE MARSEILLE,م إبتدائية 29نهج مرسيليا - الحبيب ثامر,1,Tunis 1,تونس 1,1006,Bab El Bhar,باب البحر,الحبيب ثامر,36.803462,10.181684
1071,E.P.3 RUE KELIBIA -BAB KHADRA,م إبتدائية 3نهج قليبية - باب الخضراء,1,Tunis 1,تونس 1,1007,Bab Souika,باب سويقة,باب الخضراء,36.81141,10.173047
1072,E.P.RUE DES ARCS BEB SAADOUN,م إبتدائية نهج الأقواس - باب سعدون,1,Tunis 1,تونس 1,1007,Bab Souika,باب سويقة,باب سعدون,36.806136,10.163182
1073,E.P.SIDI ALOUI -EL HALFAOUINE,م إبتدائية ساحة سيدي العلوي - الحلفاوين,1,Tunis 1,تونس 1,1007,Bab Souika,باب سويقة,الحلفاوين,36.8077885,10.1649758
1074,E.P.55 RUE BAB SOUIKA,م إبتدائية 55نهج باب سويقة,1,Tunis 1,تونس 1,1007,Bab Souika,باب سويقة,باب سويقة,36.8054782,10.1703245
1075,E.P. C. THAMER JBEL JLOUD -SIDIFATHALLAH,م إبتدائية حي ثامر جبل الجلود - سيدي فتح الله,1,Tunis 1,تونس 1,1008,Djebel Jelloud,جبل الجلود,سيدي فتح الله,36.759691,10.21179
1076,E.P.RUE H-LIF J JELOUD,م إبتدائية نهج حمام الأنف جبل الجلود - باش حامبة,1,Tunis 1,تونس 1,1008,Djebel Jelloud,جبل الجلود,علي باش حانبة,36.764689,10.20398
1077,E.P. R. PHILIPE VILLE JBELJLOUD -B.HAMBA,م إبتدائية نهج فليب فيل جبل الجلود - باش حامبة,1,Tunis 1,تونس 1,1008,Djebel Jelloud,جبل الجلود,علي باش حانبة,36.770115,10.197978
1078,E.P.ROUTE LACAGNA JBEL JLOUD -ELGARJOUMA,م إبتدائية طريق لاكانيا جبل الجلود - القرجومة,1,Tunis 1,تونس 1,1008,Djebel Jelloud,جبل الجلود,القرجومة,36.766994,10.195197
1079,E.P.SIDI FATHALLAH 1 -CITE ELFATEH,م إبتدائية سيدي فتح الله 1 - حي الفتح,1,Tunis 1,تونس 1,1008,Djebel Jelloud,جبل الجلود,حي الفتح,36.764706,10.204458
1080,E.P.SIDIFATHALLA2 JBEL JLOUD -C. ELFATEH,م إبتدائية سيدي فتح الله 2 جبل الجلود - حي الفتح,1,Tunis 1,تونس 1,1008,Djebel Jelloud,جبل الجلود,حي الفتح,36.765087,10.204453
1081,E.P. R. KARABAKA MONFLEURI -FARHATHACHED,م إبتدائية نهج كرباكة مونفلوري - فرحات حشاد,1,Tunis 1,تونس 1,1009,Sidi El Béchir,سيدي البشير,فرحات حشاد,36.783645,10.175293
1082,E.P.RUE DU SAHEL -FARHAT HACHED,م إبتدائية نهج الساحل - فرحات حشاد,1,Tunis 1,تونس 1,1009,Sidi El Béchir,سيدي البشير,فرحات حشاد,36.782731,10.17423
1083,E.P.RUE ALI DOUAGI MONTFLEURI -A. CHEBBI,م إبتدائية نهج علي الدوعاجي مونفلوري - أبو القاسم الشابي,1,Tunis 1,تونس 1,1009,Sidi El Béchir,سيدي البشير,أبو القاسم الشابي,36.7843792,10.1769237
1084,E.P.APP.RUE DES SAVANTS ABOUKACEM CHEBBI,م إبتدائية التطبيقية نهج العلماء - أبو القاسم الشابي,1,Tunis 1,تونس 1,1009,Sidi El Béchir,سيدي البشير,أبو القاسم الشابي,36.789672,10.172931
1085,E.P.CITE HILAL 1 SAIDA MANOUBIA,م إبتدائية حي هلال 1 - السيدة المنوبية,1,Tunis 1,تونس 1,1009,Sidi El Béchir,سيدي البشير,السيدة المنوبية,36.782062,10.168417
1086,E.P.CITE HILAL 2,م إبتدائية حي هلال 2 - السيدة المنوبية,1,Tunis 1,تونس 1,1009,Sidi El Béchir,سيدي البشير,السيدة المنوبية,36.778387,10.169824
1087,E.P.BORJ CHAKIR,م إبتدائية برج شاكير,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,برج شاكير,36.7643372,10.076708
1088,E.P.SIDI HASSINE 1,م إبتدائية سيدي حسين 1,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,سيدي حسين,36.768604,10.114181
1089,E.P.SIDI HASSINE 2,م إبتدائية سيدي حسين 2,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,سيدي حسين,36.7724047,10.1130419
1090,E.P.SIDI HASSINE 3,م إبتدائية سيدي حسين 3,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,سيدي حسين,36.767029,10.11168
1091,E.P.ECHEBI CITE MRAD El Jaiara,م إبتدائية الشابي حي مراد - الجيارة,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,الجيارة,36.768448,10.099733
1092,E.P.CITE BOUGATFA -JAYARA,م إبتدائية حي بوقطفة - الجيارة,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,الجيارة,36.776747,10.10521
1093,E.P.EL JAYARA 1,م إبتدائية الجيارة 1,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,الجيارة,36.768173,10.093439
1094,E.P.EL JAYARA 2,م إبتدائية الجيارة 2,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,الجيارة,36.767754,10.088395
1095,E.P.ATTAR,م إبتدائية العطار,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,عطار,36.732479,10.068868
1096,E.P.EL FATH,م إبتدائية حي الفتح سيدي حسين - العطار,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,عطار,36.761596,10.112074
1097,E.P.SEJOUMI -20 MARS,م إبتدائية السيجومي - 20مارس,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,20مارس,36.754737,10.117184
1098,E.P.CITE 20 MARS SIJOUMI,م إبتدائية حي 20 مارس السيجومي,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,20مارس,36.7527326,10.1107248
1099,E.P.BIRINE,م إبتدائية بيرين,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,بيرين,36.717791,10.107401
1100,E.P.MGHIRA ENZEL,م إبتدائية مغيره انزال,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,مغيرة إنزال,36.711106,10.1341017
1101,E.P.ABDALLAH ELMAYOU MGHIRA,م إبتدائية سيدي عبد الله المعيو - مغيره انزال,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,مغيرة إنزال,36.730821,10.123266
1102,E.P.SIDI HASSINE 4 -MGHIRA ENZEL,م إبتدائية سيدي حسين 4 - مغيره انزال,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,مغيرة إنزال,36.744448,10.119402
1103,E.P.CITE EL MONGI SLIM MGHIRA ENZEL,م إبتدائية حي المنجي سليم المغيرة إنزال,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,مغيرة إنزال,36.7102938,10.1428005
1104,E.P.OMAR EL MOKHTAR -25 JUILLET,م إبتدائية عمر المختار - 25جويلية,1,Tunis 1,تونس 1,1010,Sidi Hassine,سيدي حسين,25جويلية,36.731851,10.127258
1105,E.P.ETTAHRIR 1 -ETTAHRIR 1,م إبتدائية التحرير 1 - التحرير الأول,2,Tunis 2,تونس 2,1011,Ettahrir,التحرير,التحرير الأول,36.823941,10.126603
1106,E.P.CITE ETTAHRIR 2 -ETTAHRIR 1,م إبتدائية حي التحرير 2 - التحرير الأول,2,Tunis 2,تونس 2,1011,Ettahrir,التحرير,التحرير الأول,36.824321,10.125575
1107,E.P.CITE ETTAHRIR 3 -ETTAHRIR 3,م إبتدائية حي التحرير 3 - التحرير الثالث,2,Tunis 2,تونس 2,1011,Ettahrir,التحرير,التحرير الثالث,36.827795,10.127022
1108,E.P.ETTAHRIR SUPERIEUR,م إبتدائية التحرير العلوي,2,Tunis 2,تونس 2,1011,Ettahrir,التحرير,التحرير العلوي,36.835476,10.120726
1109,E.P.16 RUE BICHARA EL KHOURI -OMRANE,م إبتدائية 16نهج بشارة الخوري - العمران,2,Tunis 2,تونس 2,1012,El Omrane,العمران,العمران,36.814544,10.165967
1110,E.P.RUE POLOGNE -OMRANE,م إبتدائية نهج بولونيا - العمران,2,Tunis 2,تونس 2,1012,El Omrane,العمران,العمران,36.810963,10.155486
1111,E.P.BIR KRAM JBEL LAHMER -C.DES OLIVIERS,م إبتدائية بئر الكرم جبل الأحمر - حي الزياتين,2,Tunis 2,تونس 2,1012,El Omrane,العمران,حي الزياتين,36.818221,10.158872
1112,E.P.CITE DES OLIVIERS 1,م إبتدائية جبل الأحمر حي الزياتين 1 - حي الزياتين,2,Tunis 2,تونس 2,1012,El Omrane,العمران,حي الزياتين,36.819811,10.158435
1113,E.P.CITE DES OLIVIERS 2,م إبتدائية حي الزياتين 2 - حي الزياتين,2,Tunis 2,تونس 2,1012,El Omrane,العمران,حي الزياتين,36.819719,10.158287
1114,E.P.RAS ETTABIA RUE DE FESS,م إبتدائية رأس الطابية نهج فاس,2,Tunis 2,تونس 2,1012,El Omrane,العمران,رأس الطابية,36.820129,10.142721
1115,E.P.CITE ERROMANA -RASS TABIA,م إبتدائية حي الرمانة - رأس الطابية,2,Tunis 2,تونس 2,1012,El Omrane,العمران,رأس الطابية,36.822771,10.144809
1116,E.P.BIR ATIG -JBEL LAHMER,م إبتدائية بئر عتيق جبل الأحمر,2,Tunis 2,تونس 2,1012,El Omrane,العمران,بئر عتيق,36.819647,10.155509
1117,E.P.EL FAOUEZ OMRANE -OUED SEBII,م إبتدائية الفوز العمران - وادي السبعي,2,Tunis 2,تونس 2,1012,El Omrane,العمران,وادي السبعي,36.822005,10.164232
1118,E.P.2 MARS 34 EL OMRANE,م إبتدائية 2مارس 34 العمران - وادي السبعي,2,Tunis 2,تونس 2,1012,El Omrane,العمران,وادي السبعي,36.820435,10.164763
1119,E.P.CITE IBN KHALDOUN 2 -ROMANA,م إبتدائية حي ابن خلدون 2 - الرمانة,2,Tunis 2,تونس 2,1013,El Omrane supérieur,العمران الاعلى,الرمانة,36.823595,10.138052
1120,E.P.CITE IBN KHALDOUN 3,م إبتدائية حي ابن خلدون 3 - الرمانة,2,Tunis 2,تونس 2,1013,El Omrane supérieur,العمران الاعلى,الرمانة,36.830634,10.140082
1121,E.P.CITE IBN KHALDOUN 6 -IBN KHALDOUN6,م إبتدائية ابن خلدون 6 - حي ابن خلدون السادس,2,Tunis 2,تونس 2,1013,El Omrane supérieur,العمران الاعلى,حي ابن خلدون السادس,36.835616,10.129406
1122,E.P.CITE EL INTILAKA 3 -CITE EL INTILAKA,م إبتدائية حي الانطلاقة 3 - حي الإنطلاقة,2,Tunis 2,تونس 2,1013,El Omrane supérieur,العمران الاعلى,حي الإنطلاقة,36.8411,10.126966
1123,E.P.CITE INTILAKA 1 -CITE EL INTILAKA,م إبتدائية حي الانطلاقة 1 - حي الإنطلاقة,2,Tunis 2,تونس 2,1013,El Omrane supérieur,العمران الاعلى,حي الإنطلاقة,36.839934,10.11963
1124,E.P.IBN ARAFA,م إبتدائية الامام بن عرفة - العمران الأعلى,2,Tunis 2,تونس 2,1013,El Omrane supérieur,العمران الاعلى,العمران الأعلى,36.837493,10.131752
1125,E.P.ECHEBBI - OMRAN SUP,م إبتدائية الشابي - العمران الاعلى,2,Tunis 2,تونس 2,1013,El Omrane supérieur,العمران الاعلى,العمران الأعلى,36.840324,10.130297
1126,E.P.EL INTILAKA 2 -NESSIM,م إبتدائية الانطلاقة 2 - النسيم,2,Tunis 2,تونس 2,1013,El Omrane supérieur,العمران الاعلى,النسيم,36.837394,10.118817
1127,E.P.CITE IBN KHALDOUN 5 -SEDDIK,م إبتدائية ابن خلدون 5 - الصديق,2,Tunis 2,تونس 2,1013,El Omrane supérieur,العمران الاعلى,الصديق,36.832417,10.129491
1128,E.P.RUE BOUCHOUCHA KRAM KRAM EST,م إبتدائية نهج بوشوشة الكرم - الكرم الشرقي,2,Tunis 2,تونس 2,1014,Le Kram,الكرم,الكرم الشرقي,36.831541,10.317284
1129,E.P.AVENUE BOURGUIBA KRAM,م إبتدائية شارع بورقيبة الكرم - الكرم الشرقي,2,Tunis 2,تونس 2,1014,Le Kram,الكرم,الكرم الشرقي,36.832481,10.315827
1130,E.P.2 R.FARHAT HACHED salambou -RIADH,م إبتدائية نهج فرحات حشاد صلامبو - الرياض,2,Tunis 2,تونس 2,1014,Le Kram,الكرم,الرياض,36.839035,10.308839
1131,E.P.1 RUE 5 DECEMBRE SALAMBOU -RIADH,م إبتدائية 1نهج 5ديسمبر صلامبو - الرياض,2,Tunis 2,تونس 2,1014,Le Kram,الكرم,الرياض,36.838976,10.307466
1132,E.P.C BAHIRA AIN ZAGHOU,م إبتدائية شط البحيرة عين زغوان - البحيرة,2,Tunis 2,تونس 2,1014,Le Kram,الكرم,البحيرة,36.855839,10.281636
1133,E.P.M.SLIM AIN ZAGHOUAN S.CH.,م إبتدائية المنجي سليم عين زغوان - سيدي فرج,2,Tunis 2,تونس 2,1014,Le Kram,الكرم,سيدي فرج,36.877947,10.267505
1134,E.P.SIDI AMOR KRAM OUEST,م إبتدائية سيدي عمر الكرم الغربي,2,Tunis 2,تونس 2,1014,Le Kram,الكرم,الكرم الغربي,36.844066,10.305681
1135,E.P.RUE DE LIBYE SALAMBO -BIR HILOU,م إبتدائية نهج ليبيا صلامبو - بير الحلو,2,Tunis 2,تونس 2,1014,Le Kram,الكرم,بئر الحلو,36.843364,10.31511
1136,E.P.RUE DES ROSES MARSA,م إبتدائية نهج الورد المرسى - المرسى المدينة,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,المرسى المدينة,36.886307,10.325267
1137,E.P.AVENUE BOURGUIBA MARSA -MARSA VILLE,م إبتدائية شارع بورقيبة المرسى - المرسى المدينة,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,المرسى المدينة,36.881794,10.326371
1138,E.P.AV. T. M'HIRI MARSA -MARSA VILLE,م إبتدائية المرسى شارع الطيب المهيري - المرسى المدينة,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,المرسى المدينة,36.880702,10.327344
1139,COLLEGE FADHEL BEN ACHOUR MARSA VILLE,م.إعدادية الفاضل بن عاشور المرسى - المرسى المدينة,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,المرسى المدينة,36.87974,10.325749
1140,Collége Taieb Mhiri la Marsa,م.إعدادية الطيب المهيري بالمرسى - المرسى المدينة,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,المرسى المدينة,36.88187,10.326429
1141,E.P.RUE MOHAMED ALI - LES JARDINS,م إبتدائية نهج محمد علي الطابق - الحدائق,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,المرسى الحدائق,36.878011,10.311535
1142,E.P.CITE RIADH EL MARSA,م إبتدائية حي الرياض المرسى,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,المرسى الرياض,36.88437,10.312411
1143,COLLEGE CITE RIADH LA MARSA,م.إعدادية حي الرياض المرسى,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,المرسى الرياض,36.888782,10.314819
1144,E.P.Farhat Hached -RMILA,م إبتدائية فرحات حشادالمرسى - الرميلة,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,الرميلة,36.89012,10.309257
1145,E.P.CITE NOUVELLE MARSA -RMILA,م إبتدائية الحي الجديد المرسى - الرميلة,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,الرميلة,36.886663,10.304983
1146,E.P.GAMMARTH,م إبتدائية قمرت,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,قمرت,36.905363,10.300057
1147,E.P. 14 JANVIER HARROUCHE GAMARTH,م إبتدائية 14 جانفي بالحروش - قمرت,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,قمرت,36.90905,10.290909
1148,E.P.SIDI DAOUD,م إبتدائية سيدي داود,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,سيدي داود,36.864863,10.302975
1149,COLLEGE SIDI DAOUD,م.إعدادية سيدي داود,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,سيدي داود,36.86192,10.312324
1150,E.P.BAHER LAZREG MARSA,م إبتدائية البحر الأزرق المرسى,2,Tunis 2,تونس 2,1015,La Marsa,المرسى,البحر الأزرق,36.875392,10.290996
1151,E.P.PLA. MENDES FR MUTUELLEVILLE -1 JUIN,م إبتدائية ساحة منداس فرانس ميتيال فيل - غرة جوان,2,Tunis 2,تونس 2,1016,El Menzah,المنزه,غرة جوان,36.832601,10.172066
1152,COLLEGE LE BEAU SITE MENZEH -1 JUIN,م.إعدادية الموقع الجميل المنزه - غرة جوان,2,Tunis 2,تونس 2,1016,El Menzah,المنزه,غرة جوان,36.834212,10.165367
1153,E.P.RUE HEDI KHEFACHA MENZAH,م إبتدائية الهادي خفشة المنزه,2,Tunis 2,تونس 2,1016,El Menzah,المنزه,المنزه,36.83732,10.178
1154,COLLEGE RUE PLOMB -MENZEH,م.إعدادية نهج الرصاص المنزه,2,Tunis 2,تونس 2,1016,El Menzah,المنزه,المنزه,36.836893,10.179383
1155,E.P.CITE EL MANAR 2 -MANAR,م إبتدائية حي المنار 2 - المنار,2,Tunis 2,تونس 2,1016,El Menzah,المنزه,المنار,36.836155,10.156661
1156,E.P.MENZEH 9 -MANAR,م إبتدائية المنزه التاسع - المنار,2,Tunis 2,تونس 2,1016,El Menzah,المنزه,المنار,36.84722,10.155582
1157,COLLEGE MANAR 2 MANAR,م.إعدادية المنار 2 - المنار,2,Tunis 2,تونس 2,1016,El Menzah,المنزه,المنار,36.838991,10.15546
1158,E.P.MANAR 1 -MANAR 1,م إبتدائية المنار 1 - المنار(1),2,Tunis 2,تونس 2,1016,El Menzah,المنزه,المنار(1),36.833811,10.152735
1159,COLLEGE MANAR 1,م.إعدادية المنار 1,2,Tunis 2,تونس 2,1016,El Menzah,المنزه,المنار(1),36.835445,10.1471
1160,E.P.AVENUE BOURGUIBA BARDO,م إبتدائية شارع الحبيب بورقيبة باردو,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,باردو,36.808597,10.137898
1161,E.P.CITE RIADH -BARDO,م إبتدائية حي الرياض - باردو,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,باردو,36.81446,10.1318
1162,C. cité Fattouma Bourguiba Bardo,م.إعدادية حي فطومة بورقيبة بـاردو,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,باردو,36.814043,10.134374
1163,E.P.RUE HEDI CHAKER -BARDO SUD,م إبتدائية نهج الهادي شاكر - باردو الجنوبي,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,باردو الجنوبي,36.801176,10.135385
1164,E.P.RUE TAZARKA BARDO -BOUCHOUCHA,م إبتدائية نهج تازركة باردو - بوشوشة,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,بوشوشة,36.810392,10.141242
1165,E.P.R.DES ORANGERS -BOUCHOUCHA,م إبتدائية نهج البرتقال - بوشوشة,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,بوشوشة,36.81039,10.14608
1166,E.P.RUE ESSANAOUBAR -LA BONNE RESIDENCE,م إبتدائية الصنوبر - الإقامة الطيبة,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,الإقامة الطيبة,36.807919,10.146844
1167,E.P.RUE MEDENINE N.21 BARDO KHAZNADAR,م إبتدائية نهج مدنين عدد 21 باردو - خزندار,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,خزندار,36.807712,10.129226
1168,E.P.ESSAIDIA PAR ENNAKHIL -KHAZNADAR,م إبتدائية السعيدية عن النخيل - خزندار,2,Tunis 2,تونس 2,1017,Le Bardo,باردو,خزندار,36.802728,10.126679
