CENTER_ID,CENTER_FR,CENTER_AR,CIRCONSCRIPTION_ID,CIRCONSCRIPTION_FR,CIRCONSCRIPTION_AR,DELEGATION_ID,DELEGATION_FR,DELEGATION_AR,SOUS_DELEGATION_AR,LATITUDE,LONGITUDE
2099,E.P. 2 MARS LAKHOUET,م إبتدائية 2مارس 34 الأخوات,8,Siliana,سليانة,1076,Gaâfour,قعفور,الأخوات,36.257243,9.2551066
2100,E.P.AKHOUET MINE,م إبتدائية منجم الأخوات,8,Siliana,سليانة,1076,Gaâfour,قعفور,الأخوات,36.274728,9.2414672
2101,E.P.EL HAOUEM AIN ZERIGUE,م إبتدائية الهوام - عين زريق,8,Siliana,سليانة,1076,Gaâfour,قعفور,عين زريق,36.191838,9.4536474
2102,E.P.AIN ZERIGUE,م إبتدائية عين زريق,8,Siliana,سليانة,1076,Gaâfour,قعفور,عين زريق,36.164404,9.4504786
2103,E.P.MENZEL NAYEL GAAFOUR,م إبتدائية منزل نايل قعفور - عين زريق,8,Siliana,سليانة,1076,Gaâfour,قعفور,عين زريق,36.198293,9.4939524
2104,E.P.KHAROUBA BANLIEUE NORD,م إبتدائية الخروبة - الاحواز الشمالية,8,Siliana,سليانة,1076,Gaâfour,قعفور,الأحواز الشمالية,36.232019,9.4111742
2105,E.P.NOUISSER BANLIEUE NORD,م إبتدائية النويصر - الاحواز الشمالية,8,Siliana,سليانة,1076,Gaâfour,قعفور,الأحواز الشمالية,36.268838,9.3260079
2106,E.P.LAKSAB,م إبتدائية الأقصاب,8,Siliana,سليانة,1076,Gaâfour,قعفور,الأقصاب,36.193798,9.3078316
2107,E.P.BANNOURIA KARFOUR AKSSABE,م إبتدائية بنورية قعفور - الأقصاب,8,Siliana,سليانة,1076,Gaâfour,قعفور,الأقصاب,36.172815,9.3319801
2108,E.P.2 MARS 34 KESRA KESRA VILLE,م إبتدائية 2مارس 34 كسرى - كسرى المدينة,8,Siliana,سليانة,1077,Kesra,كسرى,كسرى,35.811849,9.3621126
2109,E.P.KESRA NOUVELLE KESRA VILLE,م إبتدائية كسرى الجديدة - كسرى المدينة,8,Siliana,سليانة,1077,Kesra,كسرى,كسرى,35.797449,9.358919
2110,E.P.EL HAMMAM,م إبتدائية الحمام,8,Siliana,سليانة,1077,Kesra,كسرى,الحمام,35.8303881,9.30584821
2111,E.P.MANSOURA NORd ANCIENNE,م إبتدائية المنصورة القديمة - المنصورة الشمالية,8,Siliana,سليانة,1077,Kesra,كسرى,المنصورة الشمالية,35.81498,9.478857
2112,E.P.GENOUA KESRA MANSSOURA NORD,م إبتدائية جنوة كسرى - المنصورة الشمالية,8,Siliana,سليانة,1077,Kesra,كسرى,المنصورة الشمالية,35.845272,9.511301
2113,E.P.F.HACHED MANSOURA,م إبتدائية المنصورة فرحات حشاد - المنصورة الجنوبية,8,Siliana,سليانة,1077,Kesra,كسرى,المنصورة الجنوبية,35.795485,9.486382
2114,E.P.BOUABDALLAH,م إبتدائية بوعبدالله,8,Siliana,سليانة,1077,Kesra,كسرى,بوعبد اللّه,35.879431,9.4344471
2115,E.P.GARIA NORD,م إبتدائية القرية الشمالية,8,Siliana,سليانة,1077,Kesra,كسرى,القرية الشمالية,35.771095,9.439283
2116,E.P.EL GARIA SUD,م إبتدائية القرية الجنوبية,8,Siliana,سليانة,1077,Kesra,كسرى,القرية الجنوبية,35.7703739,9.46622902
2117,E.P.OULED BOUAFIA KARIA SUD,م إبتدائية أولاد بوعافية - القرية الجنوبية,8,Siliana,سليانة,1077,Kesra,كسرى,القرية الجنوبية,35.74458,9.509365
2118,E.P.FOUDHOUL,م إبتدائية الفضول,8,Siliana,سليانة,1077,Kesra,كسرى,الفضول,35.7225031,9.4111573
2119,E.P.DHOUAOUDA KESRA FOUDHOUL,م إبتدائية ذواودة كسرى - الفضول,8,Siliana,سليانة,1077,Kesra,كسرى,الفضول,35.737575,9.45007
2120,E.P.LOUZA ANCIENNE,م إبتدائية اللوزة القديمة,8,Siliana,سليانة,1077,Kesra,كسرى,اللوزة,35.733223,9.250303
2121,E.P.LOUZA NOUVELLE KESRA,م إبتدائية اللوزة الجديدة كسرى,8,Siliana,سليانة,1077,Kesra,كسرى,اللوزة,35.75835,9.280766
2122,E.P.SIADA MAKTHIR SUD,م إبتدائية السّيـادة - مكثر الجنوبية,8,Siliana,سليانة,1078,Makthar,مكثر,مكثر الجنوبية,35.855771,9.204473
2123,E.P.HACHED MAKTHIR SUD,م إبتدائية حشاد مكثر - مكثر الجنوبية,8,Siliana,سليانة,1078,Makthar,مكثر,مكثر الجنوبية,35.858142,9.200369
2124,E.P.CHAKER MAKTHIR MAKTHIR SUD,م إبتدائية شاكر مكثر - مكثر الجنوبية,8,Siliana,سليانة,1078,Makthar,مكثر,مكثر الجنوبية,35.856208,9.202874
2125,E.P.KSAR ELLOUH MAKTHIR SUD,م إبتدائية قصر اللوح - مكثر الجنوبية,8,Siliana,سليانة,1078,Makthar,مكثر,مكثر الجنوبية,35.854525,9.19487
2126,E.P.RUE T.MHIRI SAYAR,م إبتدائية نهج الطيب المهيري صيار,8,Siliana,سليانة,1078,Makthar,مكثر,صيار,35.852187,9.216475
2127,E.P.EL GARAA,م إبتدائية القرعة,8,Siliana,سليانة,1078,Makthar,مكثر,القرعة,35.877857,9.255642
2128,E.P.ZAAROURA KARAA,م إبتدائية الزعرورة - القرعة,8,Siliana,سليانة,1078,Makthar,مكثر,القرعة,35.890422,9.212541
2129,E.P.HOUCH SEFAYA YEZ,م إبتدائية حوش الصفايا - ياز,8,Siliana,سليانة,1078,Makthar,مكثر,باز,35.907962,9.13734
2130,E.P.SOUK JEMAA YEZ,م إبتدائية سوق الجمعة - ياز,8,Siliana,سليانة,1078,Makthar,مكثر,باز,35.880055,9.132139
2131,E.P.ZOUAKRA YEZ,م إبتدائية الزواكرة - ياز,8,Siliana,سليانة,1078,Makthar,مكثر,باز,35.904056,9.084591
2132,E.P.BNI HAZEM,م إبتدائية بني حازم,8,Siliana,سليانة,1078,Makthar,مكثر,بني حازم,35.8733228,9.06801091
2133,E.P.OUED REMAL BENI HAZAM,م إبتدائية وادي الرمل - بني حازم,8,Siliana,سليانة,1078,Makthar,مكثر,بني حازم,35.838014,9.101062
2134,E.P.RAS EL OUED,م إبتدائية رأس الوادي,8,Siliana,سليانة,1078,Makthar,مكثر,رأس الوادي,35.846632,9.1282296
2135,E.P.OULED ALI RAS ELWADI,م إبتدائية أولاد علي - رأس الوادي,8,Siliana,سليانة,1078,Makthar,مكثر,رأس الوادي,35.858645,9.164945
2136,E.P.JOUF SEDDINE,م إبتدائية جوف صدين,8,Siliana,سليانة,1078,Makthar,مكثر,الصدّين,35.799941,9.056689
2137,E.P.OULED CHIKH ESSADDINE,م إبتدائية أولاد الشيخ - الصدّين,8,Siliana,سليانة,1078,Makthar,مكثر,الصدّين,35.819178,9.045512
2138,E.P.CHOUARNIA,م إبتدائية الشوارنية,8,Siliana,سليانة,1078,Makthar,مكثر,الشوارنية,35.959258,9.1394507
2139,E.P.SNED EL HADDAD,م إبتدائية سند الحداد,8,Siliana,سليانة,1078,Makthar,مكثر,سند الحداد,35.914232,9.214228
2140,E.P.HASHASIA SNED EL HADDAD,م إبتدائية الحصحاصية - سند الحداد,8,Siliana,سليانة,1078,Makthar,مكثر,سند الحداد,35.90592,9.20277
2141,E.P.KHIZRANE ESSAWELLEME,م إبتدائية الخيزران - السوالم,8,Siliana,سليانة,1078,Makthar,مكثر,السوالم,35.789019,9.194569
2142,E.P.TELLA ESSAWELLEME,م إبتدائية التلة - السوالم,8,Siliana,سليانة,1078,Makthar,مكثر,السوالم,35.79533,9.272016
2143,E.P.EL HAMADA ESSWELEM,م إبتدائية الحمادة - السوالم,8,Siliana,سليانة,1078,Makthar,مكثر,السوالم,35.81205,9.141067
2145,E.P.SIDI ALI CHABAB,م إبتدائية سيدي علي الشباب,9,Bizerte,بنزرت,1079,El Alia,العالية,سيدي علي الشباب,37.1942724,10.0522853
2146,E.P.IBN KHALDOUN EL ALIA NORD EL ALIA,م إبتدائية ابن خلدون العالية - العالية الشمالية,9,Bizerte,بنزرت,1079,El Alia,العالية,العالية الشمالية,37.1675552,10.0381072
2147,E.P.CHABBI EL ALIA NORD EL ALIA,م إبتدائية الشابي العالية - العالية الشمالية,9,Bizerte,بنزرت,1079,El Alia,العالية,العالية الشمالية,37.1687268,10.0306335
2148,E.P.TAIEB CHERIF EL ALIA NORD EL ALIA,م إبتدائية الطيب الشريف العالية - العالية الشمالية,9,Bizerte,بنزرت,1079,El Alia,العالية,العالية الشمالية,37.1743361,10.0336844
2149,E.P.EL AOUAYCHIA EL ALIA SUD EL ALIA,م إبتدائية العوائشية العالية - العالية الجنوبية,9,Bizerte,بنزرت,1079,El Alia,العالية,العالية الجنوبية,37.1357681,9.9950336
2150,E.P.OUED EL HELLA - EL ALIA SUD,م إبتدائية وادي الحلة - العالية الجنوبية,9,Bizerte,بنزرت,1079,El Alia,العالية,العالية الجنوبية,37.179086,9.9967307
2151,E.P.14 JANVIER EL ALIA SUD,م إبتدائية 14 جانفي العالية - العالية الجنوبية,9,Bizerte,بنزرت,1079,El Alia,العالية,العالية الجنوبية,37.1645371,10.035354
2152,E.P.RAHMANIA EL ALIYA KITMIN,م إبتدائية الرحمانية العالية - الختمين,9,Bizerte,بنزرت,1079,El Alia,العالية,الخيتمين,37.172109,10.038626
2153,E.P.KHITMINE,م إبتدائية الخيتمين,9,Bizerte,بنزرت,1079,El Alia,العالية,الخيتمين,37.1457948,9.98519429
2154,E.P.ETTALLA - KHITMINE,م إبتدائية التلــة - الختمين,9,Bizerte,بنزرت,1079,El Alia,العالية,الخيتمين,37.1173808,9.9931805
2155,E.P.2 MARS 34 ZHANA OUTIK,م إبتدائية 2 مارس 34 زهانة - أوتيك,9,Bizerte,بنزرت,1080,Utique,أوتيك,أوتيك,37.03991,10.038861
2156,E.P.UTIQUE NOUVELLE,م إبتدائية أوتيك الجديدة,9,Bizerte,بنزرت,1080,Utique,أوتيك,أوتيك الجديدة,37.102982,10.092398
2157,E.P.BESBESSIA,م إبتدائية البسباسية,9,Bizerte,بنزرت,1080,Utique,أوتيك,البسباسية,37.061441,9.92668
2158,E.P.HENCHIR ETTAHOUNA - BSABSSIA,م إبتدائية هنشير الطاحونة - البسباسية,9,Bizerte,بنزرت,1080,Utique,أوتيك,البسباسية,37.0409553,9.96852212
2159,E.P.EL AHOUIDH,م إبتدائية الحويض,9,Bizerte,بنزرت,1080,Utique,أوتيك,الحويض,37.0844964,9.98820099
2160,E.P.MABTOUH,م إبتدائية المبطوح,9,Bizerte,بنزرت,1080,Utique,أوتيك,المبطوح,36.974184,9.9560081
2161,E.P.EL BRIJ + MANAR AIN GHELAL,م إبتدائية البريج + المنار - عين غلال,9,Bizerte,بنزرت,1080,Utique,أوتيك,عين غلال,37.037555,9.8959409
2162,E.P.AIN GHELAL,م إبتدائية عين غلال,9,Bizerte,بنزرت,1080,Utique,أوتيك,عين غلال,37.024341,9.833089
2163,E.P.SIDI OTHMAN,م إبتدائية سيدي عثمان,9,Bizerte,بنزرت,1080,Utique,أوتيك,سيدي عثمان,36.958122,9.9247481
2164,E.P.ZOUAYA - SIDI OTHMEN,م إبتدائية الزوية - سيدي عثمان,9,Bizerte,بنزرت,1080,Utique,أوتيك,سيدي عثمان,36.9254624,9.98601923
2165,E.P.BACH HAMBA,م إبتدائية باش حامبة,9,Bizerte,بنزرت,1080,Utique,أوتيك,باش حانبة,36.96226,10.005935
2166,E.P.EL HOUICHAT,م إبتدائية الحويشات - تسكراية,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,تسكراية,37.278099,9.554863
2167,E.P.TAGHERMANE FARHAT HACHED,م إبتدائية تاغرمان - فرحات حشاد,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,فرحات حشاد,37.2591604,9.79516899
2168,E.P.BOUZARIA - MARNISSA,م إبتدائية بوزارية - مرنيصة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,مرنيصة,37.277074,9.747625
2169,E.P.BECHATEUR - MARNISSA,م إبتدائية بشاطر - مرنيصة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,مرنيصة,37.315624,9.698737
2170,E.P.BENI MOSLEM - MARNISSA,م إبتدائية بني مسلم - مرنيصة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,مرنيصة,37.2792103,9.79557042
2171,E.P.HENCHIR GHAR WINKEL Mrnissa,م إبتدائية هنشير غار ونكل - مرنيصة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,مرنيصة,37.2626224,9.64392973
2172,E.P.HENCHIR METLINE MARNISSA,م إبتدائية هنشير الماتلين - مرنيصة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,مرنيصة,37.2917826,9.79876892
2173,E.P.EL GHIRANE - MARNISSA,م إبتدائية الغيران - مرنيصة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,مرنيصة,37.3243569,9.75385827
2174,E.P.BENI NAFAA - MARNISSA,م إبتدائية بني نافع - مرنيصة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,مرنيصة,37.2597185,9.81487484
2176,E.P.LOUATA,م إبتدائية اللواتة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,اللواتة,37.214168,9.7466153
2177,E.P.TESKRAYA EL LOUATA,م إبتدائية تسكراية - اللواتة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,اللواتة,37.2075864,9.55542055
2178,E.P.FAROUA,م إبتدائية فروة - اللواتة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,اللواتة,37.191811,9.76375596
2179,E.P.CITE HACHED BEB MATEUR,م إبتدائية حي حشاد - باب ماطر,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,باب ماطر,37.2645911,9.84432482
2180,E.P.CITE BASSATINE BIZERTE,م إبتدائية حي البساتين بنزرت الجنوبية - باب ماطر,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,باب ماطر,37.2670307,9.8468514
2181,E.P.EL MRAZIGUE BIZERTE SUD BEB MATEUR,م إبتدائية المرازيق بنزرت الجنوبية - باب ماطر,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,باب ماطر,37.2680165,9.75729895
2182,E.P.BIR MASSIOUGA ELJALA,م إبتدائية بئر مسيوغة - حي الجلاء,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,حي الجلاء,37.2744895,9.83471095
2183,E.P.ELMASSIDA,م إبتدائية المصيدة - المصيدة,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,المصيدة,37.2584548,9.83851971
2184,E.P.KHARATA SIDI AHMED,م إبتدائية خراطة - سيدي أحمد,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,سيدي أحمد,37.199384,9.60769
2185,E.P.MERGAZINE SID AHMED,م إبتدائية المرقازين - سيدي أحمد,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,سيدي أحمد,37.192255,9.697345
2186,E.P.SIDI AMEUR SIDI AHMED,م إبتدائية سيدي عامر - سيدي أحمد,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,سيدي أحمد,37.237829,9.610211
2187,E.P.BENI OMAR SIDI AHMED,م إبتدائية بني عمر - سيدي أحمد,9,Bizerte,بنزرت,1081,Bizerte Sud,بنزرت الجنوبية,سيدي أحمد,37.26941,9.712467
2188,E.P.RUE HEDI CHAKER BIZERTE HASSEN NOURI,م إبتدائية شارع الهادي شاكر بنزرت - حسن النوري,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,حسن النوري,37.274846,9.868625
2189,E.P.CITE BOUGATFA 2- HABIB BOUGATFA,م إبتدائية حي بوقطفة 2 - الحبيب بوقطفة,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,الحبيب بوقطفة,37.286477,9.856798
2190,E.P.LA CORNICHE BIZERTE,م إبتدائية الكرنيش بنزرت,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,الكرنيش,37.324753,9.864719
2191,E.P.RUE DE GRECE BIZERTE,م إبتدائية نهج اليونان بنزرت - المدينة,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,المدينة,37.272525,9.875431
2192,E.P.PLACE 13 JANVIER BIZERTE LA MEDINA,م إبتدائية ساحة 13 جانفي بنزرت - المدينة,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,المدينة,37.277409,9.873915
2193,E.P.AIN MARIEM BIZERTE NORD,م إبتدائية عين مريم بنزرت الشمالية,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,عين مريم,37.289881,9.858348
2194,E.P.CITE KORNICH 2 AIN MERIEM,م إبتدائية حي الكرنيش - عين مريم,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,عين مريم,37.290036,9.853829
2195,E.P.RUE D'Espagne-HBIB HADED BIZERTE,م إبتدائية نهج اسبانيا بنزرت - الحبيب الحداد,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,الحبيب الحداد,37.269969,9.868227
2196,E.P. QUAR. DES ANDALOUS MOUTAMAR BIZERTE,م إبتدائية حي الأندلس بنزرت - المؤتمر,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,المؤتمر,37.280033,9.874718
2197,E.P.DHAR EL KODIA - EL MOTAMAR,م إبتدائية ظهر الكدية - المؤتمر,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,المؤتمر,37.280813,9.857323
2198,E.P.ER RAOUABI BIZERTE,م إبتدائية الروابي بنزرت الشمالية - المؤتمر,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,المؤتمر,37.284529,9.868375
2199,E. P. CITE EL HANA BIZERTE,م إبتدائية حي الهناء بنزرت,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,الهناء,37.285263,9.865905
2200,E.P.14 JANVIER CTE ENAKHLA 15 OCTOBRE,م إبتدائية 14 جانفي حي النخلة - 15 أكتوبر,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,15أكتوبر,37.281222,9.855284
2201,E.P.ENNADHOUR 15 OCTOBRE BIZERTE,م إبتدائية الناظور - 15 أكتوبر,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,15أكتوبر,37.309744,9.847307
2202,E.P.BENI AOUF BIZERTE NORD -15 OCTOBRE,م إبتدائية بني عوف بنزرت الشمالية - 15 أكتوبر,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,15أكتوبر,37.316045,9.786392
2203,E.P.CITE OUALI,م إبتدائية حي والي - 15 أكتوبر,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,15أكتوبر,37.270375,9.858225
2204,E.P.EL WAHA 15 OCTOBRE BIZERTE,م إبتدائية حي الواحة بنزرت - 15 أكتوبر,9,Bizerte,بنزرت,1082,Bizerte Nord,بنزرت الشمالية,15أكتوبر,37.283797,9.846808
2205,E.P.RUE DES ECOLES TINJA,م إبتدائية نهج المدارس تينجة,9,Bizerte,بنزرت,1083,Tinja,تينجة,تينجة,37.158166,9.758562
2206,E.P.RUE GHANDI TINJA,م إبتدائية نهج غاندي تينجة,9,Bizerte,بنزرت,1083,Tinja,تينجة,تينجة,37.158595,9.7584718
2207,E.P.GUINGLA,م إبتدائية قنقلة,9,Bizerte,بنزرت,1083,Tinja,تينجة,قنقلة,37.176325,9.783086
2208,E.P.CITE EL IKBEL,م إبتدائية حي إقبال تينجة - قنقلة,9,Bizerte,بنزرت,1083,Tinja,تينجة,قنقلة,37.162614,9.7723693
2209,E.P.CITE EL ARICH GUINGLA,م إبتدائية حي العريش - قنقلة,9,Bizerte,بنزرت,1083,Tinja,تينجة,قنقلة,37.172858,9.7828201
2210,E.P.ZAAROUR,م إبتدائية الزعرور,9,Bizerte,بنزرت,1083,Tinja,تينجة,الزعرور,37.12,9.7464882
2211,E.P.CITE DES OUVRIERS ZARZOUNA OUEST,م إبتدائية الحي العمالي جرزونة - جرزونة الغربية,9,Bizerte,بنزرت,1084,Zarzouna,جرزونة,جرزونة الغربية,37.25508,9.8798591
2212,E.P.CITE NOUV JARZOUNA EST,م إبتدائية الحي الجديد جرزونة - جرزونة الشرقية,9,Bizerte,بنزرت,1084,Zarzouna,جرزونة,جرزونة الشرقية,37.261082,9.8727274
2213,E.P.BOUGHATFA ZARZOUNA EST,م إبتدائية بوقطفة - جرزونة الشرقية,9,Bizerte,بنزرت,1084,Zarzouna,جرزونة,جرزونة الشرقية,37.264029,9.8746834
2214,E.P.CHEIKH DRISS JARZOUNA,م إبتدائية الشيخ ادريس جرزونة - جرزونة الشمالية,9,Bizerte,بنزرت,1084,Zarzouna,جرزونة,جرزونة الشمالية,37.261842,9.8804374
2215,E.P.AIN BITAR JARZOUNA SUD,م إبتدائية عين بيطار - جرزونة الجنوبية,9,Bizerte,بنزرت,1084,Zarzouna,جرزونة,جرزونة الجنوبية,37.249468,9.9071843
2216,E.P.CITE BEN AROUS JARZOUNA SUD,م إبتدائية حي بن عروس - جرزونة الجنوبية,9,Bizerte,بنزرت,1084,Zarzouna,جرزونة,جرزونة الجنوبية,37.24991,9.8791998
2217,E.P.EL GARIA JOUMIN - OULED GHANEM,م إبتدائية القرية جومين - أولاد غانم,9,Bizerte,بنزرت,1085,Joumine,جومين,أولاد غانم,36.868994,9.413385
2218,E.P.NACHMAYA - OULED GHANEM,م إبتدائية النشماية - أولاد غانم,9,Bizerte,بنزرت,1085,Joumine,جومين,أولاد غانم,36.969495,9.281079
2219,E.P.SIDI KENANI,م إبتدائية سيدي الكناني - أولاد غانم,9,Bizerte,بنزرت,1085,Joumine,جومين,أولاد غانم,36.896927,9.445372
2220,E.P.JEBEL SEMENE,م إبتدائية جبل السمان,9,Bizerte,بنزرت,1085,Joumine,جومين,السمان,36.9601282,9.3375563
2221,E.P.SAYAH - SEMMAN,م إبتدائية الصياح - السمان,9,Bizerte,بنزرت,1085,Joumine,جومين,السمان,36.834271,9.464332
2223,E.P.BENI ARRAM CHENANA,م إبتدائية بني عرام - الشنانة,9,Bizerte,بنزرت,1085,Joumine,جومين,الشنانة,36.986972,9.258514
2224,E.P.KEF SAGHARINEN - TAHENT,م إبتدائية كاف الصغارين - تاهنت,9,Bizerte,بنزرت,1085,Joumine,جومين,تاهنت,36.962741,9.297934
2225,E.P.TAHENT,م إبتدائية تاهنت,9,Bizerte,بنزرت,1085,Joumine,جومين,تاهنت,36.9229119,9.29578391
2226,E.P.GNAZIA - TAHENT,م إبتدائية القنازيع - تاهنت,9,Bizerte,بنزرت,1085,Joumine,جومين,تاهنت,36.791187,9.430227
2227,E.P.EL HAMROUNIA JOUMIN - TAHENT,م إبتدائية الحمرونية جومين - تاهنت,9,Bizerte,بنزرت,1085,Joumine,جومين,تاهنت,36.992824,9.319234
2228,E.P.SIDI NSIR KEF GRAB,م إبتدائية سيدي نصير - كاف غراب,9,Bizerte,بنزرت,1085,Joumine,جومين,كاف غراب,36.765991,9.369708
2229,E.P.ZEHIR - KEF GHRAB,م إبتدائية زهير - كاف غراب,9,Bizerte,بنزرت,1085,Joumine,جومين,كاف غراب,36.899047,9.490079
2230,E.P.HAROUN - KEF GHRAB,م إبتدائية هارون - كاف غراب,9,Bizerte,بنزرت,1085,Joumine,جومين,كاف غراب,36.891929,9.286579
2232,E.P.DEMNET ERREBH - BERRAES,م إبتدائية دمنة الربح - بالرايس,9,Bizerte,بنزرت,1085,Joumine,جومين,بالرايس,36.925113,9.388425
2233,E.P.MKHACHBIA BERRAISS,م إبتدائية المخشبية - بالرايس,9,Bizerte,بنزرت,1085,Joumine,جومين,بالرايس,37.003966,9.223497
2234,E.P.TOUAJNIA,م إبتدائية ا لطواجنية,9,Bizerte,بنزرت,1085,Joumine,جومين,الطواجنية,36.875325,9.374513
2235,E.P.EL KATRACHA,م إبتدائية الخترشة جومين - الطواجنية,9,Bizerte,بنزرت,1085,Joumine,جومين,الطواجنية,37.000701,9.416731
2236,E.P.EL GOUASSMIA - ETTOUANJIA,م إبتدائية القواسمية - الطواجنية,9,Bizerte,بنزرت,1085,Joumine,جومين,الطواجنية,36.948633,9.261975
2238,E.P.EL KSAR - BAZINA,م إبتدائية القصر - بازينة,9,Bizerte,بنزرت,1085,Joumine,جومين,بازينة,36.7797061,9.38192083
2239,E.P.EZZAOUIA - BAZINA,م إبتدائية الزاوية - بازينة,9,Bizerte,بنزرت,1085,Joumine,جومين,بازينة,36.881834,9.553525
2240,E.P.ZORAA - BAZINA,م إبتدائية الزرعة - بازينة,9,Bizerte,بنزرت,1085,Joumine,جومين,بازينة,36.842372,9.554364
2241,E.P.ROUAHA,م إبتدائية رواحة,9,Bizerte,بنزرت,1085,Joumine,جومين,رواحة,36.9317569,9.35246159
2242,E.P.GHESSANA JOUMIN - RAOUAHA,م إبتدائية غسانة جومين - رواحة,9,Bizerte,بنزرت,1085,Joumine,جومين,رواحة,36.995188,9.26225
2244,E.P.RUE 18 JANVIER RAS JBEL,م إبتدائية نهج 18 جانفي رأس الجبل - رأس الجبل الشمالية,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,رأس الجبل الشمالية,37.215085,10.125819
2245,E.P.15 OCTOBRE 63 RASS JBEL NORD,م إبتدائية 15 أكتوبر 63 رأس الجبل - رأس الجبل الشمالية,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,رأس الجبل الشمالية,37.218664,10.125577
2246,E.P.CHEBBI- RAS JEBEL NORD RAS JEBEL,م إبتدائية الشابي رأس الجبل - رأس الجبل الشمالية,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,رأس الجبل الشمالية,37.22157,10.131231
2249,E.P.LOTISS. IDRISS RAS JBEL sud,م إبتدائية تقسيم إدريس رأس الجبل - رأس الجبل الجنوبية,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,رأس الجبل الجنوبية,37.217124,10.119125
2250,E.P.METLINE 2,م إبتدائية الماتلين 2,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,الماتلين,37.242173,10.050203
2251,E.P.METLINE 1,م إبتدائية الماتلين 1,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,الماتلين,37.241842,10.051494
2252,E.P.RAS ZEBIB METLINE,م إبتدائية رأس الزبيب - الماتلين,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,الماتلين,37.248662,10.06771
2253,E.P.SOUNINE,م إبتدائية صونين,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,صونين,37.20874,10.171309
2254,E.P.RUE DE LA MAARIFA RAFRAF,م إبتدائية نهج المعرفة رفراف,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,رفراف,37.192058,10.180038
2255,E.P.ROUTE PLAGE ELGROUS RAFRAF,م إبتدائية الغروس رفراف,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,رفراف,37.191896,10.18682
2256,E.P.DHAR AYED RAFRAF,م إبتدائية ظهر عياد - رفراف,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,رفراف,37.188319,10.204804
2257,E.P.CITE EL AMEL RAFRAF,م إبتدائية حي الأمل رفراف,9,Bizerte,بنزرت,1086,Ras Jebel,راس الجبل,رفراف,37.197775,10.176842
